date,anger_score,disgust_score,fear_score,joy_score,sadness_score,anger_count,disgust_count,fear_count,joy_count,sadness_count,count
20120105,17.847744,5.449288,3.505191,109.138906,29.766115,21,6,4,127,35,1000
20120106,29.359963,3.708885,5.479153,120.593314,24.539846,35,4,6,139,29,1000
20120107,21.797637,4.453268,5.847985,111.031685,25.896049,25,5,7,128,31,1000
20120108,30.259481,6.346807,4.237351,120.372146,32.322967,37,7,5,141,38,1000
20120109,35.788084,6.140084,1.777802,117.079581,24.270961,43,7,2,136,29,1000
20120110,25.051614,2.627405,7.020466,103.402566,25.210877,30,3,8,120,30,1000
20120111,25.305734,5.15602,2.494872,104.775245,30.857196,30,6,3,122,37,1000
20120112,28.381557,1.542864,4.250921,121.297527,24.768716,34,2,5,141,29,1000
20120113,21.203747,6.099764,3.569091,117.173341,17.079583,25,7,4,136,21,1000
20120114,26.900734,3.378997,3.785611,114.470231,28.4457,32,4,4,132,34,1000
20120115,23.230719,5.991738,4.273372,120.953467,24.019671,28,7,5,139,29,1000
20120116,25.182076,5.862605,5.222868,113.147716,26.512461,30,7,6,130,31,1000
20120117,31.044232,2.693165,6.088223,108.738223,27.117139,37,3,7,127,32,1000
20120118,31.076151,7.046196,6.17039,109.641202,26.237982,37,8,7,125,31,1000
20120119,15.97014,3.641989,1.849453,123.745435,16.997021,19,4,2,143,20,1000
20120120,33.120735,4.479835,7.232055,126.082985,33.275191,39,5,8,145,39,1000
20120121,27.924081,4.285615,3.330069,111.669709,23.88571,33,5,4,129,28,1000
20120122,33.76533,5.207791,4.50431,115.033753,30.000975,40,6,5,135,35,1000
20120123,28.683111,1.567596,5.900962,123.669044,17.562661,34,2,7,144,21,1000
20120124,31.737014,7.784704,4.522301,108.025814,29.205026,38,9,5,125,34,1000
20120125,20.053105,5.078519,6.129188,131.685857,28.658597,24,6,7,154,34,1000
20120126,25.950526,4.548421,6.533158,115.428294,30.066659,31,5,7,135,35,1000
20120127,24.42718,5.181638,1.698954,131.966318,27.195771,29,6,2,152,32,1000
20120128,21.479337,6.403193,3.724136,110.442221,28.502249,25,7,4,129,33,1000
20120129,22.529909,2.605164,7.982123,125.075344,23.249689,27,3,9,145,27,1000
20120130,21.416429,2.556723,3.483073,120.487661,28.635677,26,3,4,138,34,1000
20120131,21.808106,5.338321,6.428821,124.109048,24.91584,26,6,7,144,30,1000
20120201,28.978031,7.715894,1.649173,127.446474,26.815047,35,9,2,149,32,1000
20120202,31.362217,2.456674,1.862068,105.535793,22.225545,37,3,2,122,26,1000
20120203,20.959662,1.688177,6.997016,117.79699,21.365804,25,2,8,137,26,1000
20120204,21.124408,5.394803,4.524522,121.029605,22.384109,25,6,5,140,26,1000
20120205,26.18544,3.407189,8.192993,119.203407,20.19178,32,4,9,139,24,1000
20120206,24.814392,2.614071,1.68803,124.428612,35.484081,30,3,2,143,42,1000
20120207,31.043306,3.636989,3.266825,133.255285,21.651595,37,4,4,154,26,1000
20120208,20.127503,3.549671,7.174795,126.795748,29.073959,24,4,8,147,34,1000
20120209,31.992172,6.994988,4.240882,104.547155,29.64847,38,8,5,120,35,1000
20120210,35.470041,4.437037,3.550203,119.629917,20.862393,43,5,4,139,25,1000
20120211,32.364145,7.366719,5.33304,113.877825,25.778487,38,8,6,133,30,1000
20120212,28.443705,1.79766,3.342057,129.780102,40.827869,34,2,4,151,47,1000
20120213,25.213798,5.155226,2.516981,128.37868,19.450795,30,6,3,148,23,1000
20120214,18.289856,4.449099,0,177.54864,15.666601,22,5,0,202,19,1000
20120215,29.19698,2.632,7.032532,124.774084,21.351132,34,3,8,143,25,1000
20120216,23.266291,4.208517,5.352725,122.961072,23.062831,28,5,6,142,27,1000
20120217,18.479891,5.989935,4.390892,135.352961,25.002063,22,7,5,157,29,1000
20120218,31.077159,8.039513,6.306404,135.65454,32.358158,37,9,7,157,38,1000
20120219,24.131146,4.997558,5.494201,131.224382,23.822206,28,6,6,152,28,1000
20120220,26.956743,3.428142,5.461129,139.62416,20.901185,32,4,6,161,25,1000
20120221,18.823067,5.799899,10.581572,105.789561,28.866089,22,7,12,122,34,1000
20120222,20.941264,4.435831,7.086281,109.394,21.141666,25,5,8,125,25,1000
20120223,28.627755,2.631893,7.015644,129.955438,27.663216,34,3,8,150,33,1000
20120224,24.236311,2.614167,5.260697,134.876033,17.578538,29,3,6,154,21,1000
20120225,29.443014,5.147982,6.303255,117.739144,20.996569,35,6,7,139,25,1000
20120226,34.631547,3.494864,6.297039,140.483488,27.067766,40,4,7,164,32,1000
20120227,34.814215,7.7741,2.797243,135.150207,18.699607,42,9,3,157,22,1000
20120228,27.002585,4.341475,7.982888,120.579811,29.951865,32,5,9,141,36,1000
20120229,26.239985,11.157424,7.182672,125.899793,28.941714,31,13,8,147,34,1000
20120301,26.228957,5.230973,2.660233,135.570329,24.346602,31,6,3,155,29,1000
20120302,25.857146,4.423041,3.380903,137.196842,24.382398,31,5,4,158,28,1000
20120303,23.62404,4.176108,4.229543,117.616342,17.409463,28,5,5,136,21,1000
20120304,25.192775,7.919086,4.408041,124.784809,22.882816,30,9,5,144,27,1000
20120305,25.306898,4.310706,6.379105,109.772985,22.241672,30,5,7,126,27,1000
20120306,28.037653,6.297719,2.922801,120.946717,17.621044,34,7,3,139,21,1000
20120307,34.577029,2.760085,6.945933,126.153966,22.35226,41,3,8,146,26,1000
20120308,24.225429,3.449044,7.085255,129.249683,22.991607,29,4,8,149,27,1000
20120309,26.682278,2.519724,4.229929,122.708826,33.867536,32,3,5,142,40,1000
20120310,16.662653,3.573953,3.70526,109.228293,29.665672,20,4,4,128,35,1000
20120311,27.237448,0.828054,8.12168,123.978189,23.303118,33,1,9,144,27,1000
20120312,21.23457,7.019267,4.542897,137.112294,25.403674,25,8,5,160,30,1000
20120313,24.298623,2.595438,6.310518,113.882159,23.431346,29,3,7,132,28,1000
20120314,25.142692,3.45762,1.704039,125.870782,18.385346,30,4,2,147,22,1000
20120315,28.318101,3.570572,8.404015,115.355068,18.207479,34,4,10,134,22,1000
20120316,21.628631,6.297389,6.255379,118.687738,29.444591,26,7,7,137,35,1000
20120317,22.283037,2.576613,3.467384,126.677026,15.175472,26,3,4,146,18,1000
20120318,23.147871,7.034994,4.340086,144.771144,28.175261,27,8,5,169,33,1000
20120319,20.591722,4.277546,8.754392,123.184323,20.988201,24,5,10,143,25,1000
20120320,23.148663,5.278709,1.845499,116.471338,26.206801,28,6,2,135,31,1000
20120321,26.895638,3.577795,0.785099,141.152211,22.068168,32,4,1,164,26,1000
20120322,23.439347,4.918288,3.52292,122.428385,21.042552,28,6,4,142,25,1000
20120323,37.125267,7.089733,6.285197,113.776052,21.754716,44,8,7,131,26,1000
20120324,17.322556,1.731879,2.759692,132.405399,24.598018,21,2,3,154,29,1000
20120325,24.602034,3.417903,1.919937,112.645341,22.893432,29,4,2,132,27,1000
20120326,21.94219,6.194201,7.036405,114.511896,22.025012,26,7,8,133,26,1000
20120327,29.219206,7.054686,3.556139,115.091722,22.824048,35,8,4,133,27,1000
20120328,22.223078,6.843507,6.978501,124.833886,26.297413,26,8,8,144,31,1000
20120329,18.395798,3.45683,7.944016,131.447048,22.902226,22,4,9,152,27,1000
20120330,26.095968,3.436575,7.690007,119.555869,24.106576,31,4,9,138,28,1000
20120331,31.293651,8.065228,3.450622,123.364074,28.628498,37,9,4,144,34,1000
20120401,20.334995,5.966137,1.684904,126.400054,24.837852,25,7,2,146,30,1000
20120402,29.984646,4.344675,1.827196,119.010157,27.566924,36,5,2,139,32,1000
20120403,26.27669,6.038588,4.461331,115.937812,26.071391,31,7,5,134,31,1000
20120404,24.068981,5.195997,5.24129,127.687041,25.997414,28,6,6,148,31,1000
20120405,21.837635,5.084533,6.070611,127.190893,23.97271,26,6,7,147,28,1000
20120406,19.860477,7.025829,5.185252,119.747173,25.931606,24,8,6,139,30,1000
20120407,23.374533,9.211062,7.319417,132.238937,24.046778,27,10,8,155,28,1000
20120408,24.904632,4.308884,3.439386,177.297454,18.795188,30,5,4,202,22,1000
20120409,30.327187,6.146026,5.394774,123.977893,21.213783,36,7,6,145,25,1000
20120410,23.506464,3.649232,5.40887,109.493626,23.313361,28,4,6,126,27,1000
20120411,20.94512,3.320094,7.0364,107.534957,22.257275,25,4,8,124,26,1000
20120412,27.891977,4.480935,3.376996,129.968016,30.816444,33,5,4,151,36,1000
20120413,17.875788,3.509581,4.360137,139.991757,19.310437,21,4,5,163,23,1000
20120414,26.847392,3.492603,6.107139,142.599987,28.497408,32,4,7,165,34,1000
20120415,26.958092,3.301613,6.876272,106.247305,31.73158,32,4,8,122,38,1000
20120416,34.707803,3.502176,1.694475,120.464196,15.189705,41,4,2,141,18,1000
20120417,24.42197,3.469702,3.560688,122.296073,24.178492,29,4,4,141,28,1000
20120418,32.517816,4.156189,4.423936,115.919658,19.945701,39,5,5,135,24,1000
20120419,29.611527,5.369837,8.010866,134.650665,23.915207,35,6,9,155,28,1000
20120420,26.275862,2.679461,7.843736,115.958185,21.513338,31,3,9,135,25,1000
20120421,19.968777,5.436399,7.808735,120.041257,26.123881,24,6,9,138,31,1000
20120422,28.823168,6.252174,7.022248,113.370048,20.414197,34,7,8,132,24,1000
20120423,26.311593,5.326768,9.630869,133.079869,24.403841,31,6,11,152,29,1000
20120424,21.4066,3.518874,3.520873,116.035107,28.73606,25,4,4,134,34,1000
20120425,28.193292,6.205434,6.274028,119.667449,25.278967,33,7,7,141,30,1000
20120426,17.610073,4.331726,5.232768,124.339142,21.240823,21,5,6,144,25,1000
20120427,25.028523,5.29796,9.639431,122.519042,22.308133,30,6,11,141,26,1000
20120428,23.408227,3.40737,2.708453,115.207407,17.703096,28,4,3,134,21,1000
20120429,27.59015,4.430208,10.322752,143.000542,19.770459,33,5,12,166,23,1000
20120430,17.882766,2.728527,6.256056,102.567427,17.182394,21,3,7,119,20,1000
20120501,30.884512,5.586204,3.724136,133.830216,22.594444,36,6,4,153,26,1000
20120502,23.483593,5.394355,6.513881,105.981242,29.738891,28,6,7,124,35,1000
20120503,23.536465,5.509956,9.91381,125.52413,23.691952,28,6,11,145,28,1000
20120504,21.961317,3.608271,8.174908,133.852877,25.564871,26,4,9,156,30,1000
20120505,24.899872,5.80951,3.825124,129.999299,20.146674,29,7,5,150,24,1000
20120506,25.764822,5.239345,6.246533,127.600581,28.079967,31,6,7,148,33,1000
20120507,25.334209,3.69079,7.197385,107.672683,27.292273,30,4,8,126,32,1000
20120508,24.923638,7.079399,8.034057,117.952612,22.799043,30,8,9,137,27,1000
20120509,26.518463,5.016415,3.325824,127.502069,24.622882,32,6,4,149,29,1000
20120510,27.154499,2.585223,1.62631,91.600825,23.064343,32,3,2,108,27,1000
20120511,19.040923,4.131804,3.724136,127.01013,18.073615,23,5,4,147,21,1000
20120512,34.602744,2.759088,4.462354,121.181376,21.084395,42,3,5,140,25,1000
20120513,29.179135,3.364057,2.682618,158.559466,23.62263,35,4,3,180,28,1000
20120514,32.261838,5.298549,3.6141,120.163551,22.247244,38,6,4,140,26,1000
20120515,25.683549,5.300164,6.171796,121.430306,21.941916,31,6,7,142,26,1000
20120516,27.159324,5.580478,8.005015,134.948219,28.577227,32,6,9,155,34,1000
20120517,31.173134,0.848645,0.764151,122.702189,19.892981,37,1,1,142,24,1000
20120518,29.334145,7.054841,7.030816,118.042899,25.716042,35,8,8,137,31,1000
20120519,31.723614,6.872536,7.569457,126.175923,19.239113,38,8,9,146,23,1000
20120520,23.631698,4.340048,3.554201,116.771064,18.158847,28,5,4,136,21,1000
20120521,29.305206,0,2.619955,120.310176,23.189457,35,0,3,140,28,1000
20120522,27.664219,3.673566,5.573365,115.298344,23.651871,32,4,6,132,28,1000
20120523,34.233722,3.35002,3.586689,127.824584,23.170054,41,4,4,148,27,1000
20120524,28.609382,0.752381,3.597249,116.314555,19.322197,34,1,4,134,23,1000
20120525,17.027413,2.356863,6.126139,125.687882,33.105236,20,3,7,145,39,1000
20120526,17.951629,4.3592,1.918711,135.770452,23.465897,21,5,2,157,28,1000
20120527,21.550417,1.749234,7.240223,110.739735,24.397635,26,2,8,128,29,1000
20120528,22.875253,3.548801,5.940967,127.130924,31.376753,27,4,7,148,38,1000
20120529,29.799245,7.951559,5.243526,107.956371,28.903159,35,9,6,124,34,1000
20120530,33.08555,5.418937,2.592724,104.079925,17.998309,39,6,3,122,21,1000
20120531,20.54499,5.413572,2.862068,122.141856,22.517929,25,6,3,143,27,1000
20120601,14.588488,5.265601,5.390059,119.82869,20.586893,17,6,6,139,24,1000
20120602,21.292466,0.931034,4.427769,129.363494,19.266516,25,1,5,151,23,1000
20120603,23.272683,8.088176,5.34796,136.88347,21.394222,27,9,6,160,25,1000
20120604,20.918181,2.593621,7.053203,118.634821,30.816854,25,3,8,137,36,1000
20120605,22.933593,8.591111,8.619129,136.635843,26.565085,27,10,10,156,31,1000
20120606,29.401042,3.309256,1.598977,125.262926,22.743041,35,4,2,145,27,1000
20120607,27.836776,4.404247,5.23656,138.191974,29.866572,33,5,6,161,35,1000
20120608,19.808185,1.816695,4.701326,132.528157,28.860355,23,2,5,153,35,1000
20120609,26.40857,1.76924,3.686841,118.822084,21.558292,31,2,4,138,25,1000
20120610,25.279087,5.550073,7.175004,135.361131,29.884633,30,6,8,159,35,1000
20120611,23.102199,3.52083,3.461943,107.068031,14.347289,28,4,4,124,17,1000
20120612,31.83209,7.231223,4.546183,116.531734,25.042909,37,8,5,135,29,1000
20120613,28.622958,2.793102,9.614361,119.881605,26.674911,34,3,11,138,31,1000
20120614,30.496787,1.902362,3.738572,113.297068,23.273125,37,2,4,130,28,1000
20120615,27.863662,7.912556,3.410251,114.015676,32.22693,33,9,4,131,38,1000
20120616,23.880696,3.518857,5.50947,153.733377,29.328372,28,4,6,178,35,1000
20120617,22.902581,4.412514,5.365526,149.891609,19.882762,27,5,6,172,23,1000
20120618,31.948455,7.843119,7.973046,128.77995,33.840869,38,9,9,150,40,1000
20120619,35.739452,7.094412,8.151011,120.53405,27.698116,43,8,9,140,32,1000
20120620,31.424045,3.509556,4.905991,116.7406,25.086269,37,4,6,135,29,1000
20120621,33.20088,7.054564,2.707423,107.075996,25.369844,40,8,3,124,30,1000
20120622,32.931905,4.273999,6.349274,119.167699,33.183706,39,5,7,139,39,1000
20120623,27.032639,6.957468,4.596428,123.615122,21.285851,32,8,5,142,24,1000
20120624,26.562469,4.295982,7.03608,121.027664,26.714579,31,5,8,140,31,1000
20120625,30.330973,3.482069,6.10757,118.836215,32.779473,37,4,7,138,39,1000
20120626,29.302315,2.560471,0.931034,133.840585,18.192803,35,3,1,155,22,1000
20120627,29.813397,4.168777,6.016789,118.328397,31.010915,36,5,7,139,36,1000
20120628,31.038079,4.214388,4.527347,103.80395,28.551214,37,5,5,122,34,1000
20120629,24.332255,5.293568,5.992979,106.751595,27.213826,29,6,7,124,32,1000
20120630,21.99668,4.388998,5.336921,117.839185,24.905728,26,5,6,137,29,1000
20120701,23.27073,0.872864,2.485984,117.126364,20.086929,28,1,3,137,24,1000
20120702,21.510911,4.228071,5.485545,116.939606,32.013622,26,5,6,137,38,1000
20120703,18.767956,4.408083,3.581239,143.493912,27.609893,22,5,4,166,32,1000
20120704,23.409623,5.070157,3.728303,145.776678,20.299428,28,6,4,170,24,1000
20120705,29.508156,4.173493,6.236864,102.076323,26.373166,36,5,7,117,31,1000
20120706,24.487092,5.133967,5.502695,115.406728,29.082289,29,6,6,134,34,1000
20120707,31.023818,6.604852,7.419001,143.631708,28.034986,37,7,8,167,33,1000
20120708,27.887215,5.927026,4.438483,126.003108,24.33574,33,7,5,146,29,1000
20120709,21.857696,5.999335,6.127344,124.368739,25.011424,26,7,7,143,29,1000
20120710,33.115896,4.290326,9.207435,120.893168,26.4141,40,5,11,140,32,1000
20120711,22.928788,5.090883,5.836112,122.365965,25.128273,27,6,7,143,30,1000
20120712,22.929317,2.703127,5.186065,109.367264,23.518552,27,3,6,127,28,1000
20120713,20.755069,5.732616,4.265406,133.679171,19.712676,25,7,5,154,23,1000
20120714,31.78103,7.700439,3.328629,120.478891,27.734231,38,9,4,140,34,1000
20120715,19.225605,6.146436,9.521169,127.971825,22.745282,23,7,11,148,27,1000
20120716,22.200844,7.183346,3.411027,137.170654,25.14459,26,8,4,158,30,1000
20120717,20.981531,6.189419,5.960756,125.500214,24.986696,25,7,7,145,29,1000
20120718,25.037992,5.27099,7.189643,138.446925,20.47963,30,6,8,160,24,1000
20120719,33.126492,1.764596,4.504875,125.062588,26.05631,40,2,5,145,31,1000
20120720,25.042475,2.697131,7.028789,106.624866,21.139185,30,3,8,126,25,1000
20120721,28.054023,4.501893,6.122668,113.885661,24.404032,33,5,7,132,29,1000
20120722,28.311369,4.297517,6.229836,137.300647,29.87709,33,5,7,160,35,1000
20120723,33.941338,9.67233,8.34373,132.189466,35.572118,40,11,9,154,42,1000
20120724,31.212069,1.567376,7.978628,117.22363,25.394739,37,2,9,136,30,1000
20120725,22.071634,3.515078,5.453762,122.929857,23.658064,26,4,6,143,28,1000
20120726,30.047503,3.653829,9.293717,126.958211,26.278271,35,4,11,148,30,1000
20120727,25.710449,4.471216,8.677117,129.791502,24.258698,30,5,10,152,28,1000
20120728,27.634484,2.792349,3.676902,126.687972,26.815342,33,3,4,147,31,1000
20120729,19.95017,3.728624,4.516686,121.812886,27.145744,24,4,5,142,32,1000
20120730,33.109439,4.399456,4.424943,128.154596,23.942897,39,5,5,148,28,1000
20120731,29.875617,4.396137,5.126947,118.599536,25.152314,36,5,6,138,30,1000
20120801,21.618472,6.17937,7.865027,127.078534,20.904216,26,7,9,147,25,1000
20120802,22.328436,5.124509,2.693454,106.475183,22.551753,27,6,3,125,27,1000
20120803,23.005617,7.027171,4.424718,102.10009,28.405915,27,8,5,119,34,1000
20120804,21.76557,8.774162,3.551529,142.921492,26.30434,26,10,4,165,31,1000
20120805,33.040261,4.548779,6.248154,123.775414,36.986424,39,5,7,144,43,1000
20120806,22.547904,2.431566,7.760007,104.267956,28.627144,27,3,9,121,34,1000
20120807,27.689072,5.056153,8.892765,146.467004,28.730243,33,6,10,170,34,1000
20120808,27.104392,5.38607,6.012003,133.177661,28.371642,32,6,7,154,33,1000
20120809,33.706465,4.324501,10.902053,138.305766,26.544479,40,5,12,159,31,1000
20120810,34.896227,5.17636,4.561827,128.64198,27.655785,42,6,5,149,33,1000
20120811,25.957927,4.988665,4.239875,132.78138,26.377055,31,6,5,153,31,1000
20120812,27.738608,7.806214,8.179589,120.547852,22.845999,33,9,9,140,27,1000
20120813,23.083709,10.30242,6.033495,120.486403,26.959504,27,12,7,140,32,1000
20120814,28.047479,3.467645,7.3719,122.88411,32.35549,33,4,8,142,38,1000
20120815,22.136686,7.932514,7.903671,130.482949,33.976207,26,9,9,151,40,1000
20120816,26.17608,4.267604,7.10186,128.513878,18.247132,31,5,8,148,22,1000
20120817,31.487351,4.558682,2.394593,150.405485,14.458204,37,5,3,174,17,1000
20120818,27.180928,8.607716,5.264342,136.596402,22.849041,32,10,6,159,27,1000
20120819,25.431105,2.703965,5.552447,122.210813,28.446253,30,3,6,142,33,1000
20120820,30.639428,10.634079,11.861727,129.263625,24.754656,36,12,13,150,29,1000
20120821,28.946198,5.086754,5.166066,118.923666,27.200257,34,6,6,138,33,1000
20120822,35.802713,3.546017,2.760531,152.103599,28.522593,43,4,3,176,34,1000
20120823,24.621003,1.755342,5.206308,136.359267,25.633619,29,2,6,157,30,1000
20120824,28.776704,5.136643,5.131985,128.351861,27.069096,34,6,6,148,32,1000
20120825,25.483555,3.724136,4.415944,126.874124,27.79846,30,4,5,146,32,1000
20120826,31.531833,8.365159,6.372512,133.138918,38.341569,37,9,7,154,45,1000
20120827,30.181256,5.190585,3.521349,129.569397,30.933348,36,6,4,149,37,1000
20120828,23.850747,8.642173,7.776575,130.942625,34.939242,28,10,9,152,41,1000
20120829,27.762608,8.530671,5.228892,123.243504,35.538743,33,10,6,144,42,1000
20120830,27.54043,6.201687,3.724136,124.082331,23.4639,33,7,4,143,28,1000
20120831,25.475091,5.851681,7.306431,130.309994,36.538187,30,7,8,151,44,1000
20120901,24.716794,4.291667,7.193459,121.320556,27.592938,29,5,8,141,33,1000
20120902,28.227957,6.206763,6.015271,121.656642,29.030515,34,7,7,141,34,1000
20120903,24.863634,5.289563,10.458277,139.362839,27.550198,30,6,12,162,32,1000
20120904,23.133377,5.291121,8.701519,132.431967,32.259162,28,6,10,154,38,1000
20120905,35.678819,5.002251,8.071699,124.618376,35.96,42,6,9,146,43,1000
20120906,28.088632,5.194788,7.919266,106.754521,25.108108,34,6,9,126,30,1000
20120907,17.244956,5.110131,4.122979,126.829725,26.973881,21,6,5,146,32,1000
20120908,30.947308,5.351167,4.436318,129.397361,25.641871,37,6,5,149,30,1000
20120909,40.940908,3.551561,2.789291,135.207447,27.586794,49,4,3,156,32,1000
20120910,33.317687,5.221162,3.549592,125.683545,26.510174,40,6,4,146,31,1000
20120911,27.075193,10.352468,6.570157,131.743227,38.807809,32,12,8,152,45,1000
20120912,29.361093,3.624199,5.515168,127.810134,23.726856,35,4,6,148,27,1000
20120913,30.466585,6.084932,8.713688,137.307817,24.699746,36,7,10,159,29,1000
20120914,20.415083,1.769213,4.440668,124.349715,33.71166,24,2,5,144,40,1000
20120915,21.901099,2.610209,2.797485,124.890734,27.86189,26,3,3,144,33,1000
20120916,29.513629,5.902958,3.302461,108.855731,28.329023,35,7,4,127,33,1000
20120917,16.408176,7.162357,5.281024,136.484297,32.671897,20,8,6,157,39,1000
20120918,34.171575,5.226881,5.358175,140.97789,34.996576,41,6,6,166,41,1000
20120919,26.313896,6.035223,9.83567,158.199005,24.423079,31,7,11,181,29,1000
20120920,29.787878,4.252574,5.115881,131.640296,25.485105,35,5,6,155,30,1000
20120921,17.539984,5.238647,5.934129,127.630952,20.864232,21,6,7,147,24,1000
20120922,25.226711,2.662863,8.015866,139.148622,23.060001,30,3,9,160,27,1000
20120923,25.19174,3.432351,8.042177,136.698646,19.428969,30,4,9,159,23,1000
20120924,30.452667,5.225647,4.313282,136.704556,32.428268,36,6,5,159,38,1000
20120925,36.647874,4.379105,4.115228,130.922566,28.94439,44,5,5,150,34,1000
20120926,26.04221,9.103525,1.829845,124.079008,22.841624,31,11,2,143,27,1000
20120927,32.091268,5.30838,2.793102,133.876992,22.205317,38,6,3,155,26,1000
20120928,25.348584,4.232253,6.276732,151.932159,20.949879,30,5,7,176,25,1000
20120929,24.590745,10.757695,10.024654,134.288268,31.761615,29,12,11,156,37,1000
20120930,28.471853,5.697973,5.485727,144.75263,22.326956,34,7,6,168,26,1000
